timestamp,tank_liquidlevel,flowlevel,bottle_liquidlevel,motor_status
2022-10-10 16:23:59.875754,5.8,0.0,0.0,1
2022-10-10 16:24:00.846362,5.77731481481482,2.45,0.0453703703703704,1
2022-10-10 16:24:01.822585,5.73194444444445,2.45,0.136111111111111,1
2022-10-10 16:24:02.818963,5.68657407407408,2.45,0.226851851851852,1
2022-10-10 16:24:03.814705,5.64120370370371,2.45,0.317592592592593,1
2022-10-10 16:24:04.796291,5.59583333333334,2.45,0.408333333333333,1
2022-10-10 16:24:05.778828,5.56180555555556,2.45,0.476388888888889,1
2022-10-10 16:24:06.778020,5.5164351851852,2.45,0.567129629629629,1
2022-10-10 16:24:07.786926,5.47106481481483,2.45,0.65787037037037,1
2022-10-10 16:24:08.752008,5.42569444444446,2.45,0.748611111111111,1
2022-10-10 16:24:09.724242,5.38032407407409,2.45,0.839351851851852,1
2022-10-10 16:24:10.701183,5.34629629629631,2.45,0.907407407407407,0
2022-10-10 16:24:11.671928,5.32361111111113,0.0,0.907407407407407,0
2022-10-10 16:24:12.635608,5.32361111111113,0.0,0.907407407407407,0
2022-10-10 16:24:13.614327,5.32361111111113,0.0,0.0,1
2022-10-10 16:24:14.581218,5.28958333333335,2.45,0.0680555555555556,1
2022-10-10 16:24:15.548930,5.25555555555557,2.45,0.158796296296296,1
2022-10-10 16:24:16.520894,5.2101851851852,2.45,0.226851851851852,1
2022-10-10 16:24:17.482085,5.16481481481483,2.45,0.317592592592593,1
2022-10-10 16:24:18.452999,5.11944444444446,2.45,0.408333333333333,1
2022-10-10 16:24:19.423000,5.08541666666668,2.45,0.476388888888889,1
2022-10-10 16:24:20.395868,5.04004629629631,2.45,0.567129629629629,1
2022-10-10 16:24:21.364342,4.99467592592594,2.45,0.65787037037037,1
2022-10-10 16:24:22.331404,4.94930555555557,2.45,0.748611111111111,1
2022-10-10 16:24:23.312564,4.91527777777779,2.45,0.816666666666666,1
2022-10-10 16:24:24.282130,4.86990740740742,2.45,0.907407407407407,0
2022-10-10 16:24:25.250150,4.84722222222223,0.0,0.907407407407407,0
2022-10-10 16:24:26.207716,4.84722222222223,0.0,0.907407407407407,0
2022-10-10 16:24:27.183527,4.84722222222223,0.0,0.0,1
2022-10-10 16:24:28.173446,4.81319444444446,2.45,0.0680555555555556,1
2022-10-10 16:24:29.141473,4.77916666666668,2.45,0.136111111111111,1
2022-10-10 16:24:30.116671,4.73379629629631,2.45,0.226851851851852,1
2022-10-10 16:24:31.073040,4.68842592592594,2.45,0.317592592592593,1
2022-10-10 16:24:32.036448,4.64305555555556,2.45,0.408333333333333,1
2022-10-10 16:24:33.012376,4.60902777777779,2.45,0.476388888888889,1
2022-10-10 16:24:33.995846,4.56365740740742,2.45,0.567129629629629,1
2022-10-10 16:24:34.953955,4.51828703703704,2.45,0.65787037037037,1
2022-10-10 16:24:35.934254,4.47291666666667,2.45,0.748611111111111,1
2022-10-10 16:24:36.917676,4.4388888888889,2.45,0.816666666666666,1
2022-10-10 16:24:37.897186,4.39351851851852,2.45,0.907407407407407,0
2022-10-10 16:24:38.862291,4.37083333333334,0.0,0.907407407407407,0
2022-10-10 16:24:39.828313,4.37083333333334,0.0,0.907407407407407,0
2022-10-10 16:24:40.796255,4.37083333333334,0.0,0.0,1
2022-10-10 16:24:41.772535,4.34814814814815,2.45,0.0453703703703704,1
2022-10-10 16:24:42.747595,4.30277777777778,2.45,0.136111111111111,1
2022-10-10 16:24:43.716387,4.25740740740741,2.45,0.226851851851852,1
2022-10-10 16:24:44.693429,4.21203703703704,2.45,0.317592592592593,1
2022-10-10 16:24:45.666092,4.17800925925926,2.45,0.408333333333333,1
2022-10-10 16:24:46.636594,4.13263888888889,2.45,0.476388888888889,1
2022-10-10 16:24:47.604447,4.08726851851852,2.45,0.567129629629629,1
2022-10-10 16:24:48.564553,4.04189814814815,2.45,0.65787037037037,1
2022-10-10 16:24:49.543958,4.00787037037037,2.45,0.748611111111111,1
2022-10-10 16:24:50.515064,3.9625,2.45,0.816666666666666,1
