tank_liquidlevel,flowlevel,bottle_liquidlevel,motor_status
5.44837962962964,2.45,0.521759259259259,0
5.26689814814817,2.45,0.839351851851852,0
4.97199074074075,2.45,0.385648148148148,0
4.80185185185186,2.45,0.725925925925926,0
4.66574074074075,0.0,0.0,0
4.49560185185186,2.45,0.226851851851852,0
4.31412037037038,2.45,0.589814814814815,0
4.15532407407408,2.45,0.816666666666666,0
3.88310185185185,2.45,0.362962962962963,0
3.71296296296296,2.45,0.65787037037037,0
3.57685185185185,0.0,0.907407407407407,1
3.32731481481481,2.45,0.317592592592593,0
3.16851851851851,2.45,0.6125,0
3.00972222222221,2.45,0.907407407407407,1
2.73749999999998,2.45,0.340277777777778,0
2.5560185185185,2.45,0.680555555555555,0
2.04560185185183,2.45,0.635185185185185,0
1.88680555555553,0.0,0.907407407407407,1
1.68263888888886,2.45,0.340277777777778,0
1.50115740740738,2.45,0.6125,0
1.13819444444441,2.45,0.294907407407407,0
0.979398148148111,2.45,0.567129629629629,0
0.786574074074037,2.45,0.907407407407407,1
0.537037037037,2.45,0.249537037037037,0
0.355555555555519,2.45,0.6125,0
0.298842592592556,2.45,0.748611111111111,1
5.72060185185185,2.45,0.907407407407407,1
5.44837962962964,2.45,0.317592592592593,0
5.43703703703705,0.0,0.340277777777778,0
5.25555555555557,2.45,0.70324074074074,0
5.14212962962965,0.0,0.907407407407407,1
4.93796296296298,2.45,0.317592592592593,0
4.59768518518519,0.0,0.907407407407407,1
4.40486111111112,2.45,0.272222222222222,0
3.93981481481481,2.45,0.385648148148148,0
