timestamp,tank_liquidlevel,flowlevel,bottle_liquidlevel,motor_status
2022-10-10 15:55:35.019231,5.8,0.0,0.0,1
2022-10-10 15:55:35.991812,5.76597222222222,2.45,0.0680555555555556,1
2022-10-10 15:55:36.978299,5.73194444444445,2.45,0.136111111111111,1
2022-10-10 15:55:37.988487,5.68657407407408,2.45,0.226851851851852,1
2022-10-10 15:55:38.962049,5.64120370370371,2.45,0.317592592592593,1
2022-10-10 15:55:39.940457,5.59583333333334,2.45,0.408333333333333,1
2022-10-10 15:55:40.913856,5.55046296296297,2.45,0.499074074074074,1
2022-10-10 15:55:41.893039,5.5164351851852,2.45,0.567129629629629,1
2022-10-10 15:55:42.874871,5.47106481481483,2.45,0.65787037037037,1
2022-10-10 15:55:43.842065,5.42569444444446,2.45,0.748611111111111,1
2022-10-10 15:55:44.831232,5.38032407407409,2.45,0.839351851851852,1
2022-10-10 15:55:45.819861,5.33495370370372,2.45,0.907407407407407,0
2022-10-10 15:55:46.820944,5.31226851851854,2.45,0.907407407407407,0
2022-10-10 15:55:47.801916,5.26689814814817,2.45,0.907407407407407,0
2022-10-10 15:55:48.772878,5.22152777777779,2.45,0.0453703703703704,1
2022-10-10 15:55:49.745823,5.17615740740742,2.45,0.136111111111111,1
2022-10-10 15:55:50.714402,5.14212962962965,2.45,0.226851851851852,1
2022-10-10 15:55:51.693305,5.09675925925927,2.45,0.294907407407407,1
2022-10-10 15:55:52.657724,5.0513888888889,2.45,0.385648148148148,1
2022-10-10 15:55:53.640038,5.00601851851853,2.45,0.476388888888889,1
2022-10-10 15:55:54.605886,4.96064814814816,2.45,0.567129629629629,1
2022-10-10 15:55:55.598551,4.92662037037038,2.45,0.65787037037037,1
2022-10-10 15:55:56.577470,4.88125000000001,2.45,0.725925925925926,1
2022-10-10 15:55:57.549154,4.83587962962964,2.45,0.816666666666666,1
2022-10-10 15:55:58.534346,4.79050925925927,2.45,0.907407407407407,1
2022-10-10 15:55:59.516310,4.75648148148149,2.45,0.907407407407407,0
2022-10-10 15:56:00.522168,4.72245370370371,2.45,0.907407407407407,0
2022-10-10 15:56:01.498969,4.68842592592594,2.45,0.0453703703703704,1
2022-10-10 15:56:02.473536,4.64305555555556,2.45,0.113425925925926,1
2022-10-10 15:56:03.465786,4.59768518518519,2.45,0.204166666666667,1
2022-10-10 15:56:04.445264,4.56365740740742,2.45,0.294907407407407,1
2022-10-10 15:56:05.416986,4.51828703703704,2.45,0.385648148148148,1
2022-10-10 15:56:06.379946,4.47291666666667,2.45,0.476388888888889,1
2022-10-10 15:56:07.354402,4.4275462962963,2.45,0.544444444444444,1
2022-10-10 15:56:08.319099,4.39351851851852,2.45,0.635185185185185,1
2022-10-10 15:56:09.288885,4.34814814814815,2.45,0.725925925925926,1
2022-10-10 15:56:10.245708,4.30277777777778,2.45,0.816666666666666,1
2022-10-10 15:56:11.209908,4.25740740740741,2.45,0.884722222222222,1
2022-10-10 15:56:12.205871,4.22337962962963,2.45,0.907407407407407,1
2022-10-10 15:56:13.190315,4.17800925925926,2.45,0.907407407407407,1
2022-10-10 15:56:14.190884,4.13263888888889,2.45,0.0226851851851852,1
2022-10-10 15:56:15.167690,4.08726851851852,2.45,0.113425925925926,1
2022-10-10 15:56:16.135026,4.04189814814815,2.45,0.204166666666667,1
2022-10-10 15:56:17.111903,4.00787037037037,2.45,0.272222222222222,1
2022-10-10 15:56:18.080076,3.9625,2.45,0.362962962962963,1
2022-10-10 15:56:19.044447,3.91712962962963,2.45,0.453703703703704,1
2022-10-10 15:56:20.021157,3.87175925925926,2.45,0.544444444444444,1
2022-10-10 15:56:21.003669,3.83773148148148,2.45,0.6125,1
2022-10-10 15:56:21.983004,3.79236111111111,2.45,0.70324074074074,1
2022-10-10 15:56:22.941712,3.74699074074074,2.45,0.793981481481481,1
2022-10-10 15:56:23.917739,3.70162037037037,2.45,0.884722222222222,1
2022-10-10 15:56:24.909264,3.66759259259259,2.45,0.907407407407407,0
2022-10-10 15:56:25.892165,3.63356481481481,2.45,0.907407407407407,0
2022-10-10 15:56:26.859542,3.59953703703703,2.45,0.0,1
2022-10-10 15:56:27.819532,3.55416666666666,2.45,0.0907407407407407,1
2022-10-10 15:56:28.793852,3.52013888888888,2.45,0.181481481481481,1
2022-10-10 15:56:29.765796,3.47476851851851,2.45,0.272222222222222,1
