timestamp,tank_liquidlevel,flowlevel,bottle_liquidlevel,motor_status,class
2022-11-06 12:30:45.563584,3.53148148148148,2.45,0.635185185185185,1,Normal
2022-11-06 12:30:46.604107,3.48611111111111,2.45,0.725925925925926,1,Normal
2022-11-06 12:30:47.589900,3.44074074074073,2.45,0.816666666666666,1,Normal
2022-11-06 12:30:48.615173,3.39537037037036,2.45,0.907407407407407,0,Normal
2022-11-06 12:30:49.776403,3.38402777777777,10.0,0.907407407407407,0,Normal
2022-11-06 12:30:51.000700,3.38402777777777,10.0,0.907407407407407,0,Normal
2022-11-06 12:30:52.209588,3.38402777777777,10.0,0.0,1,Normal
2022-11-06 12:30:53.322520,3.34999999999999,2.45,0.0680555555555556,1,Normal
2022-11-06 12:30:54.418863,3.30462962962962,2.45,0.181481481481481,1,Normal
2022-11-06 12:30:55.562691,3.25925925925925,2.45,0.272222222222222,1,Normal
2022-11-06 12:30:56.628148,3.20254629629629,2.45,0.362962962962963,1,Normal
2022-11-06 12:30:57.626610,3.15717592592592,2.45,0.431018518518518,1,Normal
2022-11-06 12:30:58.619602,3.12314814814814,2.45,0.544444444444444,1,Normal
2022-11-06 12:30:59.608286,3.07777777777777,2.45,0.635185185185185,1,Normal
2022-11-06 12:31:00.627337,3.0324074074074,2.45,0.725925925925926,1,Normal
2022-11-06 12:31:01.610235,2.98703703703702,2.45,0.816666666666666,1,Normal
2022-11-06 12:31:02.597996,2.94166666666665,2.45,0.884722222222222,1,Normal
2022-11-06 12:31:03.588941,2.89629629629628,2.45,0.907407407407407,0,Normal
2022-11-06 12:31:04.693762,2.88495370370369,10.0,0.907407407407407,0,Normal
2022-11-06 12:31:05.799088,2.88495370370369,10.0,0.0,1,Normal
2022-11-06 12:31:06.798591,2.8622685185185,2.45,0.160648148148148,1,Normal
2022-11-06 12:31:07.798989,2.81689814814813,2.45,0.251388888888889,1,Normal
2022-11-06 12:31:08.795376,2.77152777777776,2.45,0.34212962962963,1,Normal
2022-11-06 12:31:09.781887,2.72615740740739,2.45,0.410185185185185,1,Normal
2022-11-06 12:31:10.786700,2.68078703703702,2.45,0.500925925925926,1,Normal
2022-11-06 12:31:11.782655,2.64675925925924,2.45,0.591666666666666,1,Normal
2022-11-06 12:31:12.775246,2.60138888888887,2.45,0.659722222222222,1,Normal
2022-11-06 12:31:13.806720,2.5560185185185,2.45,0.773148148148148,1,Normal
2022-11-06 12:31:14.825343,2.51064814814813,2.45,0.863888888888889,1,Normal
2022-11-06 12:31:15.710979,2.46527777777776,999,999,1,DoS
2022-11-06 12:31:16.632011,2.43124999999998,999,999,1,DoS
2022-11-06 12:31:17.539957,2.38587962962961,999,999,1,DoS
2022-11-06 12:31:18.432793,2.35185185185183,999,999,1,DoS
2022-11-06 12:31:19.322526,2.30648148148146,999,999,1,DoS
2022-11-06 12:31:20.171310,2.27245370370368,999,999,1,DoS
2022-11-06 12:31:21.019541,2.22708333333331,999,999,1,DoS
2022-11-06 12:31:21.893888,2.19305555555553,999,999,1,DoS
2022-11-06 12:31:22.764897,2.15902777777776,999,999,1,DoS
2022-11-06 12:31:23.618522,2.11365740740738,999,999,1,DoS
2022-11-06 12:31:24.487769,2.07962962962961,999,999,1,DoS
2022-11-06 12:31:25.427762,2.04560185185183,999,999,1,DoS
2022-11-06 12:31:26.288014,2.00023148148146,999,999,1,DoS
2022-11-06 12:31:27.120467,1.96620370370368,999,999,1,DoS
2022-11-06 12:31:27.944013,1.92083333333331,999,999,1,DoS
2022-11-06 12:31:28.772063,1.88680555555553,999,999,1,DoS
2022-11-06 12:31:29.597154,1.85277777777775,999,999,1,DoS
2022-11-06 12:31:30.430886,1.81874999999997,999,999,1,DoS
2022-11-06 12:31:31.287865,1.78472222222219,999,999,1,DoS
2022-11-06 12:31:32.133577,1.73935185185182,999,999,1,DoS
2022-11-06 12:31:32.960683,1.70532407407405,999,999,1,DoS
2022-11-06 12:31:33.976314,1.67129629629627,2.45,0.294907407407407,1,Normal
2022-11-06 12:31:34.988325,1.6259259259259,2.45,0.362962962962963,1,Normal
2022-11-06 12:31:36.069106,1.58055555555553,2.45,0.453703703703704,1,Normal
2022-11-06 12:31:37.154760,1.53518518518515,2.45,0.567129629629629,1,Normal
2022-11-06 12:31:38.234347,1.48981481481478,2.45,0.65787037037037,1,Normal
2022-11-06 12:31:39.247514,1.44444444444441,2.45,0.748611111111111,1,Normal
2022-11-06 12:31:40.267608,1.39907407407404,2.45,0.839351851851852,1,Normal
2022-11-06 12:31:41.274293,1.35370370370367,2.45,0.907407407407407,0,Normal
2022-11-06 12:31:42.399769,1.33101851851849,10.0,0.907407407407407,0,Normal
2022-11-06 12:31:43.514541,1.33101851851849,10.0,0.907407407407407,0,Normal
2022-11-06 12:31:44.655040,1.33101851851849,10.0,0.0,1,Normal
2022-11-06 12:31:45.659278,1.29699074074071,2.45,0.0680555555555556,1,Normal
2022-11-06 12:31:46.667297,1.26296296296293,2.45,0.136111111111111,1,Normal
2022-11-06 12:31:47.675623,1.21759259259256,2.45,0.249537037037037,1,Normal
2022-11-06 12:31:48.679189,1.17222222222219,2.45,0.340277777777778,1,Normal
2022-11-06 12:31:49.672836,1.12685185185182,2.45,0.431018518518518,1,Normal
2022-11-06 12:31:50.661277,1.08148148148145,2.45,0.499074074074074,1,Normal
2022-11-06 12:31:51.646124,1.03611111111107,2.45,0.589814814814815,1,Normal
2022-11-06 12:31:52.647061,0.990740740740704,2.45,0.680555555555555,1,Normal
2022-11-06 12:31:53.641371,0.956712962962926,2.45,0.748611111111111,1,Normal
2022-11-06 12:31:54.637462,0.911342592592556,2.45,0.862037037037037,1,Normal
2022-11-06 12:31:55.650539,0.865972222222185,2.45,0.907407407407407,0,Normal
2022-11-06 12:31:56.764294,0.843287037037,10.0,0.907407407407407,0,Normal
2022-11-06 12:31:57.937758,0.843287037037,10.0,0.0,1,Normal
2022-11-06 12:31:58.992639,0.820601851851815,2.45,0.160648148148148,1,Normal
2022-11-06 12:32:00.012181,0.775231481481445,2.45,0.251388888888889,1,Normal
2022-11-06 12:32:01.019614,0.729861111111074,2.45,0.34212962962963,1,Normal
2022-11-06 12:32:02.026305,0.684490740740704,2.45,0.43287037037037,1,Normal
2022-11-06 12:32:03.034989,0.639120370370334,2.45,0.523611111111111,1,Normal
2022-11-06 12:32:04.094641,0.593749999999963,2.45,0.591666666666666,1,Normal
2022-11-06 12:32:05.113427,0.548379629629593,2.45,0.705092592592592,1,Normal
2022-11-06 12:32:06.145934,0.503009259259223,2.45,0.795833333333333,1,Normal
2022-11-06 12:32:07.212179,0.457638888888852,2.45,0.886574074074074,1,Normal
2022-11-06 12:32:08.239830,0.412268518518482,2.45,0.909259259259259,0,Normal
2022-11-06 12:32:09.356405,0.400925925925889,10.0,0.909259259259259,0,Normal
2022-11-06 12:32:10.488316,0.400925925925889,10.0,0.0,1,Normal
2022-11-06 12:32:11.485039,0.366898148148112,2.45,0.160648148148148,1,Normal
2022-11-06 12:32:12.491244,0.332870370370334,2.45,0.251388888888889,1,Normal
2022-11-06 12:32:13.505892,0.298842592592556,2.45,0.319444444444444,0,Normal
2022-11-06 12:32:14.505104,0.298842592592556,2.45,0.319444444444444,0,Normal
2022-11-06 12:32:15.556716,0.298842592592556,2.45,0.319444444444444,0,Normal
2022-11-06 12:32:16.813876,5.8,10.0,0.319444444444444,1,Command Injection TH
2022-11-06 12:32:17.863562,5.77731481481482,2.45,0.480092592592592,1,Normal
2022-11-06 12:32:18.921709,5.73194444444445,2.45,0.570833333333333,1,Normal
2022-11-06 12:32:19.991126,5.68657407407408,2.45,0.661574074074074,1,Normal
2022-11-06 12:32:21.036114,5.62986111111112,2.45,0.729629629629629,1,Normal
2022-11-06 12:32:22.040027,5.58449074074075,2.45,0.843055555555555,1,Normal
2022-11-06 12:32:23.062102,5.53912037037038,2.45,0.911111111111111,0,Normal
2022-11-06 12:32:24.218872,5.52777777777779,10.0,0.911111111111111,0,Normal
2022-11-06 12:32:25.416713,5.52777777777779,10.0,0.0,1,Normal
